Datetime_entry,Open,side,reg_line_val_entry,Datetime_exit,Close,reg_line_val_exit,status,pnl,pnl%
14-04-2022 12:09,4401.5,long,4402.788853,14-04-2022 12:57,4387.75,4405.81509,lose,-3.026236705,-1.000687345
14-04-2022 13:45,4386.25,short,4386.933626,17-04-2022 15:48,4370,4374.564007,win,12.36961899,-0.99718035
17-04-2022 15:58,4372,short,4372.396668,17-04-2022 16:54,4356.75,4357.566662,win,14.83000599,-0.996608266
17-04-2022 17:40,4360.25,short,4361.103391,18-04-2022 01:21,4373.25,4363.285467,lose,-2.182075833,-1.000500349
18-04-2022 02:31,4363.75,short,4364.309773,18-04-2022 04:11,4378.25,4370.333935,lose,-6.024161874,-1.001380324
18-04-2022 05:35,4375.25,short,4375.504833,18-04-2022 06:31,4392.75,4372.165384,lose,3.339449137,-0.999236785
18-04-2022 06:53,4390,long,4394.791304,18-04-2022 08:39,4376.25,4378.485058,lose,16.30624604,-0.996289643
18-04-2022 09:42,4367,short,4367.63315,18-04-2022 10:10,4382.75,4363.976497,lose,3.656653226,-0.999162784
18-04-2022 10:32,4385,short,4387.542997,18-04-2022 10:40,4398.5,4390.259126,lose,-2.716129032,-1.000619055
18-04-2022 11:15,4398.25,short,4401.960854,18-04-2022 12:23,4381.25,4386.615511,win,15.34534343,-0.996513975
18-04-2022 15:00,4399,short,4400.358026,19-04-2022 01:54,4383.75,4404.868292,win,-4.51026658,-1.001024977
19-04-2022 03:14,4374.75,short,4375.819596,19-04-2022 04:23,4387.75,4390.371886,lose,-14.55228972,-1.003325615
19-04-2022 05:16,4392.5,long,4394.491336,19-04-2022 06:07,4378.75,4387.427418,lose,7.063917997,-0.998392552
19-04-2022 06:52,4406,short,4409.256188,19-04-2022 06:59,4422.75,4414.570049,lose,-5.313860887,-1.00120516
19-04-2022 08:22,4443,short,4444.925679,19-04-2022 12:13,4457.75,4452.317224,lose,-7.39154495,-1.001662918
19-04-2022 13:41,4441.75,short,4442.085371,20-04-2022 02:21,4454.75,4448.157911,lose,-6.072539969,-1.001367047
20-04-2022 02:38,4456.25,short,4457.483829,20-04-2022 04:50,4469.75,4458.726702,lose,-1.242872557,-1.000278828
20-04-2022 06:03,4477.25,long,4479.018384,20-04-2022 06:45,4463,4476.866078,lose,2.152305768,-0.999519469
20-04-2022 07:45,4475,short,4475.919043,20-04-2022 09:12,4459.75,4470.740088,win,5.178954972,-0.998842929
20-04-2022 10:14,4475.75,short,4477.241739,20-04-2022 11:35,4458.5,4474.615032,win,2.626706918,-0.99941332
20-04-2022 11:46,4454.75,short,4455.380962,20-04-2022 12:46,4468.75,4463.745305,lose,-8.364342273,-1.001877357
20-04-2022 12:52,4461.75,long,4463.794901,20-04-2022 18:42,4477,4472.020666,win,-8.225764218,-1.001842774
20-04-2022 19:55,4475.75,short,4476.106048,21-04-2022 00:57,4489.75,4483.936352,lose,-7.83030403,-1.001749356
21-04-2022 01:17,4493.25,long,4495.489438,21-04-2022 06:51,4508.25,4506.346345,win,-10.85690706,-1.002415067
21-04-2022 06:53,4507,long,4506.937878,21-04-2022 07:13,4492.75,4512.8532,lose,-5.915322581,-1.001312493
21-04-2022 07:19,4495.25,long,4495.819873,21-04-2022 07:47,4482.25,4485.350921,lose,10.46895161,-0.997671403
21-04-2022 08:52,4461.25,short,4463.5775,21-04-2022 09:24,4445.25,4447.509577,win,16.06792301,-0.996400214
21-04-2022 10:54,4433,long,4433.838241,21-04-2022 11:02,4420,4432.376144,lose,1.462096774,-0.999670241
21-04-2022 11:59,4400.5,long,4405.098101,21-04-2022 12:35,4386,4390.259623,lose,14.83847764,-0.996631522
21-04-2022 12:39,4384.5,short,4389.298333,21-04-2022 12:53,4397.75,4385.933816,lose,3.364516129,-0.999233473
21-04-2022 13:01,4385.5,long,4390.465757,21-04-2022 17:45,4365.75,4377.70287,lose,12.76288724,-0.997093045
21-04-2022 18:36,4371.5,short,4372.387257,21-04-2022 22:13,4385,4384.779508,lose,-12.39225118,-1.002834207
21-04-2022 22:19,4384.75,long,4386.584346,22-04-2022 03:30,4371.5,4376.516898,lose,10.06744809,-0.997704946
22-04-2022 03:43,4375,short,4376.524761,22-04-2022 05:16,4389,4383.218603,lose,-6.693841268,-1.001529488
22-04-2022 05:27,4388.75,short,4389.390456,22-04-2022 06:17,4373.75,4370.52856,win,18.86189572,-0.995702844
22-04-2022 06:30,4376.75,long,4375.599433,22-04-2022 06:39,4360.5,4374.158708,lose,1.440725806,-0.999670736
22-04-2022 07:00,4351,short,4353.670652,22-04-2022 07:06,4366.75,4348.834059,lose,4.836592742,-0.998889077
22-04-2022 07:32,4338.5,short,4339.730517,22-04-2022 08:41,4323.25,4340.802329,win,-1.071812513,-1.000246977
22-04-2022 09:04,4309.75,short,4310.749737,22-04-2022 09:33,4322.75,4290.259717,lose,20.49002016,-0.995246762
22-04-2022 09:39,4320.75,long,4323.484743,22-04-2022 10:02,4306.75,4332.193211,lose,-8.708467742,-1.002014224
22-04-2022 10:37,4304.75,long,4306.671994,22-04-2022 11:04,4291.25,4300.822901,lose,5.849092742,-0.998641853
22-04-2022 11:10,4292.75,short,4293.90108,22-04-2022 11:55,4277.25,4293.83883,win,0.062250216,-0.999985503
22-04-2022 12:41,4307.5,long,4313.068236,22-04-2022 12:45,4294,4316.020857,lose,-2.952620968,-1.000684576
24-04-2022 15:25,4262.25,short,4263.307929,24-04-2022 17:07,4246.75,4267.496899,win,-4.188970111,-1.000982563
24-04-2022 18:24,4240.25,long,4239.861134,24-04-2022 23:14,4227.25,4229.787499,lose,10.07363476,-0.997624065
24-04-2022 23:15,4227.25,short,4229.398235,25-04-2022 00:17,4242.25,4218.467953,lose,10.93028157,-0.997415641
25-04-2022 01:40,4233.25,long,4234.765709,25-04-2022 01:52,4219.75,4233.332846,lose,1.432862903,-0.999661643
25-04-2022 03:10,4231,long,4234.193157,25-04-2022 05:48,4246.5,4241.051559,win,-6.858401157,-1.001619766
25-04-2022 06:15,4251.75,short,4252.582458,25-04-2022 06:30,4234,4255.937801,win,-3.355342742,-1.000789013
25-04-2022 06:44,4235.25,long,4235.721072,25-04-2022 06:48,4222,4232.973693,lose,2.747379032,-0.999351379
25-04-2022 06:49,4221.75,short,4232.286848,25-04-2022 06:50,4236,4231.600003,lose,0.686844758,-0.999837713
25-04-2022 06:55,4222,long,4228.16578,25-04-2022 07:05,4207.75,4221.297332,lose,6.868447581,-0.998375549
25-04-2022 07:07,4216.25,short,4219.923643,25-04-2022 07:24,4230.25,4210.352879,lose,9.570763811,-0.997732005
25-04-2022 08:17,4211,short,4213.042425,25-04-2022 08:25,4227,4207.165409,lose,5.877016129,-0.998605042
25-04-2022 09:00,4205,long,4207.153192,25-04-2022 09:07,4220.75,4204.741297,win,2.411895161,-0.999426716
25-04-2022 09:22,4223.75,long,4232.112445,25-04-2022 09:50,4238.75,4233.702062,win,-1.589616493,-1.000375608
25-04-2022 09:52,4234.25,long,4234.201961,25-04-2022 10:01,4219,4236.451508,lose,-2.249546371,-1.00053128
25-04-2022 10:12,4236.75,short,4239.200953,25-04-2022 11:18,4250.25,4229.166903,lose,10.03405025,-0.997633033
25-04-2022 11:44,4259.75,long,4264.111903,25-04-2022 12:22,4275.25,4281.587276,win,-17.47537347,-1.004098245
25-04-2022 12:55,4293.75,long,4295.740167,26-04-2022 00:09,4280.5,4289.036015,lose,6.704151552,-0.998439349
26-04-2022 00:36,4275,long,4277.488288,26-04-2022 06:31,4259.5,4262.712342,lose,14.77594603,-0.996545649
26-04-2022 06:34,4262.25,long,4261.765619,26-04-2022 06:46,4249.25,4257.978723,lose,3.786895161,-0.999111426
26-04-2022 06:49,4255.75,short,4257.032,26-04-2022 07:13,4240.75,4235.217345,win,21.81465433,-0.994875619
26-04-2022 07:21,4230,long,4229.35041,26-04-2022 07:41,4212.75,4218.552191,lose,10.79821929,-0.997446837
26-04-2022 08:00,4217.75,long,4218.668305,26-04-2022 08:41,4203.75,4219.657543,lose,-0.989238537,-1.000234491
26-04-2022 09:05,4205,short,4206.383097,26-04-2022 09:20,4218.75,4202.940052,lose,3.443044355,-0.999181472
26-04-2022 11:11,4201.5,short,4205.807622,26-04-2022 11:36,4215,4216.205931,lose,-10.39830921,-1.002472369
26-04-2022 11:37,4214.75,short,4216.611475,26-04-2022 12:13,4198.25,4213.791473,win,2.820002142,-0.999331216
26-04-2022 13:07,4158.25,long,4160.51587,26-04-2022 13:41,4144.25,4148.286035,lose,12.22983495,-0.9970605
26-04-2022 15:00,4149.5,short,4142.437245,26-04-2022 15:08,4165,4140.097729,lose,2.339516129,-0.999435232
26-04-2022 15:27,4169.75,short,4173.123565,26-04-2022 18:34,4183,4171.783951,lose,1.3396144,-0.99967899
26-04-2022 19:49,4183.25,short,4185.667858,26-04-2022 23:16,4197,4191.250879,lose,-5.583020531,-1.001333842
27-04-2022 00:16,4190.25,long,4192.358475,27-04-2022 00:25,4173.5,4191.527427,lose,0.831048387,-0.999801771
27-04-2022 02:32,4207.25,long,4208.88887,27-04-2022 04:22,4194,4210.299393,lose,-1.410522924,-1.00033513
27-04-2022 05:21,4189,long,4193.240165,27-04-2022 06:14,4176,4182.713336,lose,10.52682889,-0.997489572
27-04-2022 06:24,4179.25,long,4180.979465,27-04-2022 06:42,4197.25,4192.347128,win,-11.36766327,-1.0027189
27-04-2022 07:05,4202,long,4203.113308,27-04-2022 07:11,4185,4211.640896,lose,-8.527588706,-1.002028874
27-04-2022 08:13,4189,short,4197.642413,27-04-2022 08:25,4204,4197.880719,lose,-0.238306452,-1.000056771
27-04-2022 09:21,4209,short,4210.376776,27-04-2022 09:22,4222.75,4210.408833,lose,-0.032056452,-1.000007614
27-04-2022 10:20,4211,short,4214.266384,27-04-2022 10:31,4224,4208.221928,lose,6.044455645,-0.998565716
27-04-2022 10:49,4218.25,short,4221.337465,27-04-2022 11:38,4203,4214.645204,win,6.692261068,-0.998414659
27-04-2022 11:40,4212,short,4214.160627,27-04-2022 11:56,4196.25,4219.380048,win,-5.219420927,-1.001238543
27-04-2022 12:55,4180.5,short,4185.525955,27-04-2022 13:11,4194.75,4183.642084,lose,1.883870968,-0.999549908
27-04-2022 13:58,4213,long,4216.594996,27-04-2022 23:45,4228,4229.268372,win,-12.67337541,-1.003005595
28-04-2022 00:11,4225.75,short,4228.298216,28-04-2022 00:27,4238.75,4228.543378,lose,-0.24516129,-1.000057981
28-04-2022 01:49,4252.25,long,4253.080052,28-04-2022 03:19,4238.75,4243.625859,lose,9.454193177,-0.997777095
28-04-2022 03:39,4239.5,short,4241.214568,28-04-2022 05:35,4224.5,4230.334071,win,10.88049698,-0.99743458
28-04-2022 05:37,4227,short,4229.824696,28-04-2022 05:41,4240,4228.805946,lose,1.01875,-0.999759151
28-04-2022 06:14,4228,long,4230.943013,28-04-2022 06:40,4215,4238.567809,lose,-7.624795802,-1.00180215
28-04-2022 07:04,4196,short,4198.735434,28-04-2022 07:19,4212.5,4184.260888,lose,14.47454637,-0.996552641
28-04-2022 07:25,4205.5,long,4209.562875,28-04-2022 07:29,4191.75,4209.526383,lose,0.036491935,-0.999991331
28-04-2022 09:31,4239.25,short,4241.802656,28-04-2022 09:43,4253.5,4253.373825,lose,-11.57116935,-1.00272789
28-04-2022 09:44,4253.5,short,4254.33809,28-04-2022 10:06,4266.75,4274.033868,lose,-19.69577892,-1.004629575
28-04-2022 10:12,4275,short,4278.851711,28-04-2022 11:43,4289.75,4284.280328,lose,-5.428616638,-1.001268709
28-04-2022 12:10,4297.25,long,4301.736316,28-04-2022 12:44,4283.25,4298.843201,lose,2.8931155,-0.999327454
28-04-2022 13:06,4269,short,4271.394146,28-04-2022 15:00,4243.25,4287.6334,win,-16.23925399,-1.003801863
28-04-2022 17:11,4248,short,4248.473819,28-04-2022 18:19,4262,4259.551919,lose,-11.07810005,-1.002607548
28-04-2022 20:51,4266,short,4267.276002,29-04-2022 02:51,4250.25,4250.489471,win,16.78653067,-0.996066219
29-04-2022 03:26,4251,long,4250.247797,29-04-2022 04:50,4237.75,4249.055205,lose,1.192591928,-0.999719406
29-04-2022 06:24,4242,long,4247.918604,29-04-2022 06:56,4260.25,4261.100535,win,-13.18193032,-1.00310315
29-04-2022 06:57,4260.25,short,4261.64746,29-04-2022 07:16,4239,4268.642577,win,-6.995116726,-1.001641411
29-04-2022 08:10,4210,long,4213.296132,29-04-2022 08:45,4225.5,4226.964924,win,-13.66879227,-1.003244204
29-04-2022 08:47,4226.25,long,4227.980045,29-04-2022 08:58,4212.25,4233.563211,lose,-5.583165323,-1.001320528
29-04-2022 09:12,4199.25,short,4200.639977,29-04-2022 09:51,4184,4190.579361,win,10.06061602,-0.99760498
29-04-2022 10:02,4186.75,short,4187.678555,29-04-2022 10:26,4200,4185.996915,lose,1.681639233,-0.999598432
29-04-2022 11:25,4173,short,4174.628506,29-04-2022 11:53,4157.25,4164.693261,win,9.935245247,-0.997620089
29-04-2022 12:08,4154.5,long,4157.503241,29-04-2022 12:47,4138,4140.097343,lose,17.40589812,-0.995813377
29-04-2022 13:15,4141,long,4143.195739,29-04-2022 14:00,4137,4136.705621,END,6.490118534,-0.998433548
